tool_slug,captured_on,verdict,freshness,days_since_push,recent_commits,release_gap_days,issue_response_hours,contributors_90d,stars,open_issues,archived,reasons,captured_at
go-micro,2026-08-30,maintained,100,1,100,5,1.6,4,23047,7,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v6.12.0 5 days ago; 55 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about about an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""4 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 112; 100 is the ceiling."",""effect"":-12}]",2026-08-30T06:20:39.237235+00:00
goose,2026-08-30,maintained,100,0,100,2,,28,53674,143,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.48.0 2 days ago; 73 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""28 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
gpt-engineer,2026-08-30,dead,0,472,0,814,,0,55115,32,true,"[{""fact"":""archived"",""detail"":""The owner has archived the repository. It is read-only on GitHub."",""effect"":-100}]",2026-08-30T06:20:39.237235+00:00
gpt-pilot,2026-08-30,stale,59,72,2,,,1,33686,242,false,"[{""fact"":""last commit"",""detail"":""Last push 72 days ago. The commit line has slowed."",""effect"":-28},{""fact"":""commit volume"",""detail"":""Only 2 commits in the last 12 weeks — too few to earn the volume credit."",""effect"":0},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
gpt-researcher,2026-08-30,maintained,100,2,100,5,107.6,12,29203,27,false,"[{""fact"":""last commit"",""detail"":""Pushed 2 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.6.1 5 days ago; 15 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 4 days."",""effect"":2},{""fact"":""unanswered issues"",""detail"":""75% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""12 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 103; 100 is the ceiling."",""effect"":-3}]",2026-08-30T06:20:39.237235+00:00
graphify,2026-08-30,maintained,100,0,100,0,5.4,27,112367,552,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.9.52 0 days ago; 198 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 5 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""75% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""27 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 107; 100 is the ceiling."",""effect"":-7}]",2026-08-30T06:20:39.237235+00:00
guide,2026-08-30,maintained,74,8,6,,,1,19297,0,false,"[{""fact"":""last commit"",""detail"":""Last push 8 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""6 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
guizang-ppt-skill,2026-08-30,maintained,86,23,11,107,,1,25194,24,false,"[{""fact"":""last commit"",""detail"":""Last push 23 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""11 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""Released v1.1.0 107 days ago; 1 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5}]",2026-08-30T06:20:39.237235+00:00
happy,2026-08-30,maintained,98,1,100,2,,2,23549,598,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released cli-1.2.2 2 days ago; 7 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
haystack,2026-08-30,maintained,100,0,100,5,5.6,24,26362,69,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.1.0 5 days ago; 52 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 6 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""24 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 115; 100 is the ceiling."",""effect"":-15}]",2026-08-30T06:20:39.237235+00:00
headroom,2026-08-30,maintained,100,0,100,2,,14,68032,271,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.37.0 2 days ago; 169 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""14 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
herdr,2026-08-30,maintained,100,0,100,10,0.1,10,33455,230,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released preview-2026-08-19-b5c4a0176e91 10 days ago; 83 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""10 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 115; 100 is the ceiling."",""effect"":-15}]",2026-08-30T06:20:39.237235+00:00
hermes-agent,2026-08-30,maintained,100,0,100,2,0.2,33,238214,12702,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2026.8.27 2 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""88% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""33 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 107; 100 is the ceiling."",""effect"":-7}]",2026-08-30T06:20:39.237235+00:00
hermes-webui,2026-08-30,maintained,100,4,100,4,0.7,22,17880,259,false,"[{""fact"":""last commit"",""detail"":""Pushed 4 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released exp-v0.52.264 4 days ago; 1416 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""Only 0% of recent issues sampled went unanswered."",""effect"":3},{""fact"":""maintainers"",""detail"":""22 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 118; 100 is the ceiling."",""effect"":-18}]",2026-08-30T06:20:39.237235+00:00
hexstrike-ai,2026-08-30,maintained,77,26,1,,,1,11438,60,false,"[{""fact"":""last commit"",""detail"":""Last push 26 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""Only 1 commit in the last 12 weeks — too few to earn the volume credit."",""effect"":0},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5}]",2026-08-30T06:20:39.237235+00:00
hindsight,2026-08-30,maintained,100,0,100,4,,20,21677,81,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.9.2 4 days ago; 68 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""20 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
hive,2026-08-30,maintained,77,9,19,120,,2,10988,913,false,"[{""fact"":""last commit"",""detail"":""Last push 9 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""19 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""Last release 120 days ago against a 2-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
holaos,2026-08-30,maintained,98,8,100,23,,6,11039,3,false,"[{""fact"":""last commit"",""detail"":""Last push 8 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released latest 23 days ago; 1 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""6 people committed in the last 90 days."",""effect"":2},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
humanizer,2026-08-30,maintained,100,11,18,12,6,7,38839,10,false,"[{""fact"":""last commit"",""detail"":""Last push 11 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""18 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""Released v2.11.1 12 days ago; 4 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 6 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 107; 100 is the ceiling."",""effect"":-7}]",2026-08-30T06:20:39.237235+00:00
humanlayer,2026-08-30,stale,48,72,1,183,,1,11355,72,false,"[{""fact"":""last commit"",""detail"":""Last push 72 days ago. The commit line has slowed."",""effect"":-28},{""fact"":""commit volume"",""detail"":""Only 1 commit in the last 12 weeks — too few to earn the volume credit."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 183 days ago (nightly-0.1.0-nightly-20260227142452)."",""effect"":-5},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
hummingbot,2026-08-30,maintained,100,1,100,31,,10,19700,70,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2.16.0 31 days ago; 8 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""10 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
hyperframes,2026-08-30,maintained,98,0,100,0,,7,43097,41,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.8.20 0 days ago; 370 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
ida-pro-mcp,2026-08-30,maintained,100,1,59,327,1,16,11690,34,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""59 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 327 days ago (1.4.0)."",""effect"":-10},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about about an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""16 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
img2threejs,2026-08-30,maintained,98,0,52,6,,3,14482,41,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""52 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.5.1 6 days ago; 5 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""3 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
infinite-agentic-loop,2026-08-30,stale,39,173,0,,,0,613,1,false,"[{""fact"":""last commit"",""detail"":""No push in 173 days. That is longer than a quarter."",""effect"":-45},{""fact"":""commit volume"",""detail"":""No commits at all in the last 12 weeks — the recency band above already carries the silence."",""effect"":0},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""Nobody has committed in the last 90 days."",""effect"":-8},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
insforge,2026-08-30,maintained,100,0,100,18,,17,12822,69,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2.3.1 18 days ago; 57 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""17 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
inspector,2026-08-30,maintained,100,0,100,3,17.7,1,10785,25,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released 2.4.0 3 days ago; 27 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 18 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""Only 0% of recent issues sampled went unanswered."",""effect"":3},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 102; 100 is the ceiling."",""effect"":-2}]",2026-08-30T06:20:39.237235+00:00
javaguide,2026-08-30,maintained,100,1,100,,20.5,18,158123,17,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 21 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""Only 25% of recent issues sampled went unanswered."",""effect"":3},{""fact"":""maintainers"",""detail"":""18 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 112; 100 is the ceiling."",""effect"":-12}]",2026-08-30T06:20:39.237235+00:00
jcode,2026-08-30,maintained,98,0,100,1,,2,18796,369,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.81.2 1 day ago; 168 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
jeecgboot,2026-08-30,maintained,100,3,80,3,8.9,1,47544,22,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""80 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.9.5 3 days ago; 6 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 9 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""capped at 100"",""detail"":""The signals totalled 105; 100 is the ceiling."",""effect"":-5}]",2026-08-30T06:20:39.237235+00:00
job-search,2026-08-30,maintained,100,0,100,0,13.6,17,38183,4,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.7.0 0 days ago; 8 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 14 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""17 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 115; 100 is the ceiling."",""effect"":-15}]",2026-08-30T06:20:39.237235+00:00
julep,2026-08-30,maintained,90,24,100,,,2,6590,1,false,"[{""fact"":""last commit"",""detail"":""Last push 24 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
kedro,2026-08-30,maintained,100,1,66,61,39,24,10978,133,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""66 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released 1.5.0 61 days ago; 8 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 39 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""88% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""24 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
keploy,2026-08-30,maintained,100,0,100,4,,21,18435,354,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.6.25 4 days ago; 306 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""21 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-30T06:20:39.237235+00:00
kestra,2026-08-30,maintained,100,0,100,4,0.8,23,27952,499,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.0.57 4 days ago; 186 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""88% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""23 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 107; 100 is the ceiling."",""effect"":-7}]",2026-08-30T06:20:39.237235+00:00
khazix-skills,2026-08-30,maintained,83,13,41,,,1,20263,21,false,"[{""fact"":""last commit"",""detail"":""Last push 13 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""41 commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5}]",2026-08-30T06:20:39.237235+00:00
kilo-code,2026-08-30,maintained,98,0,100,1,,5,27070,452,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v7.5.6 1 day ago; 196 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
kong,2026-08-30,maintained,93,13,10,74,,7,44058,77,false,"[{""fact"":""last commit"",""detail"":""Last push 13 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""10 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""Released 3.9.3 74 days ago; 2 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
kratos,2026-08-30,maintained,93,11,5,64,,2,25901,20,false,"[{""fact"":""last commit"",""detail"":""Last push 11 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""5 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""Released v3.0.0 64 days ago; 4 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
kubeshark,2026-08-30,maintained,100,2,9,16,32.7,1,12061,140,false,"[{""fact"":""last commit"",""detail"":""Pushed 2 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""9 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v53.4.0 16 days ago; 13 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 33 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""capped at 100"",""detail"":""The signals totalled 105; 100 is the ceiling."",""effect"":-5}]",2026-08-30T06:20:39.237235+00:00
